timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-27T15:38:12,StyleGAN2-ADA-PyTorch-Generation,9e5397ee-d327-4c3d-846a-92ab1b702fe9,92.12626552581787,0.0022706740022157895,2.464741178051384e-05,135.02417802762525,39.295,64.62898635864258,0.0035015841932095598,0.0009596078817924527,0.0016337972193092997,0.006094989294311312,United States,USA,massachusetts,,,Linux-3.10.0-1127.el7.x86_64-x86_64-with-redhat-7.8-Maipo,3.6.8,2.2.6,1,Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,1,1 x Tesla V100-PCIE-32GB,-71.0863,42.3687,172.34396362304688,machine,N,1.0
